	DocName	Text	Agitation	Anger	Fear	Joy	Love	Sadness	Context	ID	label
1906	Frau Sorge Heine, Heinrich	"In meines Glückes Sonnenglanz,
Da gaukelte fröhlich der Mückentanz.
Die lieben Freunde liebten mich
Und theilten mit mir brüderlich
Wohl meinen besten Braten
Und meinen letzten Dukaten."	0.0	0.0	0.0	1.0	1.0	0.0	"Frau Sorge
Heine, Heinrich In meines Glückes Sonnenglanz,
Da gaukelte fröhlich der Mückentanz.
Die lieben Freunde liebten mich
Und theilten mit mir brüderlich
Wohl meinen besten Braten
Und meinen letzten Dukaten."	l00160125	JOY#LOVE
2972	Schmetterlinge Tielo, A. K. T. [Pseud. von Mickoleit, Kurt]	"So sah ich dich zuerst. Ein Juniabend
Mit sanftumflorten Rosenflammen hellte
Noch einmal gütig Straßengrund und Gärten,
Da strichst du aus dem Nachbarhause heim.
Weit lauschte ich herab aus finsterm Fenster.
Mein Auge spürtest du, und hobst ganz leise
Die seidne Hülle deiner langen Wimpern
Und senktest sie sogleich. War es des Abends
Leuchtrote Fackelglut, die deine Wangen
Mit Purpur färbte? —
Eben schwebte trunken
Ein weißer Falterschwarm aus weichumblautem,
Duftschwerem Wipfel, und um deines Hauptes
Zartgoldne Jugend zog er klare Kreise.
Ein lieblich Spiel! Und meine Seele, zitternd,
Ein kleiner Silberschmetterling, stieg auf
Und mischte sich, du schönste Sommerrose,
Still flügelnd in den frohbewegten Reigen.
Zehn Schritte noch — ach, da entschwandest du
In einer Türe Dunkel. Und der Abend
Schlich müde hinter schwarze Wolkenmauern...
Fernher die Nacht. Und in die Nacht hinstoben
Wie sturmgescheucht die weißen Blumengeister.
Doch einer, Herzen sichtbar bloß, du Süße,
Blieb bei dir."	0.0	0.0	0.0	1.0	1.0	1.0	"Schmetterlinge
Tielo, A. K. T. [Pseud. von Mickoleit, Kurt] So sah ich dich zuerst. Ein Juniabend
Mit sanftumflorten Rosenflammen hellte
Noch einmal gütig Straßengrund und Gärten,
Da strichst du aus dem Nachbarhause heim.
Weit lauschte ich herab aus finsterm Fenster.
Mein Auge spürtest du, und hobst ganz leise
Die seidne Hülle deiner langen Wimpern
Und senktest sie sogleich. War es des Abends
Leuchtrote Fackelglut, die deine Wangen
Mit Purpur färbte? —
Eben schwebte trunken
Ein weißer Falterschwarm aus weichumblautem,
Duftschwerem Wipfel, und um deines Hauptes
Zartgoldne Jugend zog er klare Kreise.
Ein lieblich Spiel! Und meine Seele, zitternd,
Ein kleiner Silberschmetterling, stieg auf
Und mischte sich, du schönste Sommerrose,
Still flügelnd in den frohbewegten Reigen.
Zehn Schritte noch — ach, da entschwandest du
In einer Türe Dunkel. Und der Abend
Schlich müde hinter schwarze Wolkenmauern...
Fernher die Nacht. Und in die Nacht hinstoben
Wie sturmgescheucht die weißen Blumengeister.
Doch einer, Herzen sichtbar bloß, du Süße,
Blieb bei dir."	l0030418	JOY#LOVE#SADNESS
2929	Weißt du noch? Prutz, Robert	"Weißt du noch wie deine Wange röther sich, o Liebste, malte,
Da zuerst ins fromme Auge Blitze dir das meine strahlte?
Wie du rasch dich seitwärts kehrtest, zürnend halb und halb erschrocken,
Da der Athem meines Mundes streifte deine süßen Locken?"	0.0	1.0	1.0	0.0	1.0	1.0	"Weißt du noch?
Prutz, Robert Weißt du noch wie deine Wange röther sich, o Liebste, malte,
Da zuerst ins fromme Auge Blitze dir das meine strahlte?
Wie du rasch dich seitwärts kehrtest, zürnend halb und halb erschrocken,
Da der Athem meines Mundes streifte deine süßen Locken?"	l0080399	ANGER#FEAR#LOVE#SADNESS
3346	Christnacht Scheffel, Victor von [alt. Scheffel, Joseph Victor von]	"Die Pfaffheit sung mit Orgelschall:
„Dem Herrn sei Preis und Minne,
Und Fried im Thal den Menschen all
Von gutem Sinne.“
Da hat ihr freies Haupt der Wucht
der Hüllen sich entwunden,
Da hat ihr Auge meins gesucht
Und auch gefunden.
Ein langer vielberedter Blick
Erzählte stumm ein ganz Geschick
Von freudlos öden Tagen
Und Plagen."	0.0	0.0	0.0	0.0	1.0	1.0	"Christnacht
Scheffel, Victor von  Dass ich nach langer Trennung Leid
Die Gute durfte schauen,
Das war in weinachtheilger Zeit
Vor Tagesgrauen.
Da rief der erste Hahnenkrȃt
Die Schläfer aus den Betten,
Mit Lichtlein schlichen aus der Stadt
Die Fraun zur Metten.
Als wie Knechts Ruprechts Mummgestalt
Kam sie vom Berg zum Dom gewallt,
In Pelzwerk Stirn und Ohren
Verloren. Die Pfaffheit sung mit Orgelschall:
„Dem Herrn sei Preis und Minne,
Und Fried im Thal den Menschen all
Von gutem Sinne.“
Da hat ihr freies Haupt der Wucht
der Hüllen sich entwunden,
Da hat ihr Auge meins gesucht
Und auch gefunden.
Ein langer vielberedter Blick
Erzählte stumm ein ganz Geschick
Von freudlos öden Tagen
Und Plagen."	l00160247	LOVE#SADNESS
4550	Das schwarze Lachen Isemann, Bernd l00190023	"Das Lachen aus schwarzen Zähnen
hat mich getroffen.
Da lag mein Allerinnerstes offen.
Auf meine Schmerzen, die geheimsten Tränen,
die dem Glück entgegenschrien,
hat die Welt gespien.
Wo flüchte ich mein Liebstes hin?"	1.0	0.0	0.0	0.0	1.0	1.0	"Das schwarze Lachen
Isemann, Bernd Das Lachen aus schwarzen Zähnen
hat mich getroffen.
Da lag mein Allerinnerstes offen.
Auf meine Schmerzen, die geheimsten Tränen,
die dem Glück entgegenschrien,
hat die Welt gespien.
Wo flüchte ich mein Liebstes hin?"	l00190023	AGITATION#LOVE#SADNESS
3281	Ich möchte heim Gerok, Carl	"Ich möchte heim
Gerok, Carl"	0.0	0.0	0.0	0.0	0.0	0.0	"Ich möchte heim
Gerok, Carl"	l00200143	NONE
6541	Ballade Des Äusseren Lebens Hofmannsthal, Hugo von [alt. Pseudonym Loris]	"Und Kinder wachsen auf mit tiefen Augen,
Die von nichts wissen, wachsen auf und sterben,
Und alle Menschen gehen ihrer Wege."	0.0	0.0	0.0	0.0	0.0	0.0	"Ballade Des Äusseren Lebens
Hofmannsthal, Hugo von [alt. Pseudonym Loris] Und Kinder wachsen auf mit tiefen Augen,
Die von nichts wissen, wachsen auf und sterben,
Und alle Menschen gehen ihrer Wege."	l00180152	NONE
2773	Zur Dämmerstunde war's — Lingen, Thekla	"Sie suchte dich —
Wie dufteten die Rosen!
Und lechzend barg ich mein Gesicht hinein
Und sog die süßen, süßen Düfte ein —
Wie fühlt' ich deine Wünsche mich umkosen!"	0.0	0.0	0.0	0.0	1.0	0.0	"Zur Dämmerstunde war's —
Lingen, Thekla Zur Dämmerstunde war's,
Zur schlimmen Zeit —
Und deine Rosen dufteten im Zimmer,
Ins Fenster brach der letzte Abendschimmer —
Und meine Sehnsucht ging so weit. Sie suchte dich —
Wie dufteten die Rosen!
Und lechzend barg ich mein Gesicht hinein
Und sog die süßen, süßen Düfte ein —
Wie fühlt' ich deine Wünsche mich umkosen!"	l00170153	LOVE
6773	Kürzeste Nacht Lingg, Hermann l00160198	"In Furcht, dass sich schon hell die Berge schmücken,
Singt schöner jetzt aus thaugenetzter Kehle
Die Nachtigall ihr klagendes Entzücken;"	1.0	0.0	1.0	0.0	0.0	0.0	"Kürzeste Nacht
Lingg, Hermann Noch sprüht des längsten Tages warme Quelle
Lebendig fort, es wagen sich verstohlen
Die Träume nur, und nur mit scheuen Sohlen
Die Stern auf dieser Nacht saphirne Schwelle. Kaum sank der Abend in die Dämmerwelle,
Da sucht ihn schon der Morgen einzuholen,
Kaum öffnen ihren Kelch die Nachtviolen,
Da hebt die Sonnenblume sich zur Helle. In Furcht, dass sich schon hell die Berge schmücken,
Singt schöner jetzt aus thaugenetzter Kehle
Die Nachtigall ihr klagendes Entzücken;"	l00160198	AGITATION#FEAR
5418	Die stille Stadt Dehmel, Richard l00170058	"Doch als den Wandrer graute,
da ging ein Lichtlein auf im Grund,
und durch den Rauch und Nebel
begann ein leiser Lobgesang
aus Kindermund."	0.0	0.0	1.0	0.0	0.0	0.0	"Die stille Stadt
Dehmel, Richard Liegt eine Stadt im Thale,
ein blasser Tag vergeht;
es wird nicht lange dauern mehr,
bis weder Mond noch Sterne,
nur Nacht am Himmel steht. Von allen Bergen drücken
Nebel auf die Stadt;
es dringt kein Dach, kein Hof noch Haus,
kein Laut aus ihrem Rauch heraus,
kaum Türme noch und Brücken. Doch als den Wandrer graute,
da ging ein Lichtlein auf im Grund,
und durch den Rauch und Nebel
begann ein leiser Lobgesang
aus Kindermund."	l00170058	FEAR
434	Klage der Magd Keller, Gottfried	"Und wenn mein Vielgeliebter
Am Haag vorüberwandelt
Und ein paar warme Blicke
Mir in die Seele warf,
Höhnt sie am Mittagsmahle,
Daß ich am untern Ende
Das Auge nicht erheben
Und mich nicht rühren darf."	0.0	1.0	0.0	0.0	1.0	0.0	"Klage der Magd
Keller, Gottfried Nun ist der Lenz gekommen,
Nun blühen alle Wiesen,
Nun herrschen Glanz und Freude
Auf Erden weit und breit;
Nur meine böse Herrin
Sie keift und zetert immer
Noch wie in der betrübten
Und kalten Winterszeit. Wenn ich am frühen Morgen
Mit aufgewachtem Herzen
Im Garten grab' und singe,
Die Welt mir freundlich blickt,
Wirft sie mir aus dem Fenster
Die ungefügen Worte,
Daß rasch in meiner Kehle
Das kleine Lied erstickt. Und wenn mein Vielgeliebter
Am Haag vorüberwandelt
Und ein paar warme Blicke
Mir in die Seele warf,
Höhnt sie am Mittagsmahle,
Daß ich am untern Ende
Das Auge nicht erheben
Und mich nicht rühren darf."	l0010305	ANGER#LOVE
1851	Nur ein wenig Liebe Höfer, Edmund	"Das ist die alte Wanderzeit:
Der Lenz schwellt Alles weit und breit
Mit sehnsuchtsvollem Drange;
Die Lerche fingt, der Storch ist da,
Und als ich heut' die Schwalbe sah,
Wie ward mir's angst und bange!"	0.0	0.0	1.0	0.0	1.0	0.0	"Nur ein wenig Liebe
Höfer, Edmund Das ist die alte Wanderzeit:
Der Lenz schwellt Alles weit und breit
Mit sehnsuchtsvollem Drange;
Die Lerche fingt, der Storch ist da,
Und als ich heut' die Schwalbe sah,
Wie ward mir's angst und bange!"	l0080259	FEAR#LOVE
2482	Die Rechte der Frauen Leo, Friedrich August l00130439	"Das ist des Kampfes Ziel! Ihr werdet siegen,
Doch müßt ihr brechen mit verwegnen Plänen,
Die euch in Träume künft'ger Größe wiegen:
Ihr dürft nach außen nicht zu herrschen wähnen!
Wollt ihr wie Icarus zur Sonne fliegen,
So seht des Abgrunds Tiefe drohend gähnen!
Am Staate nicht, am Herde sollt ihr bauen,
Dort ist die Grenze für das Recht der Frauen!"	0.0	0.0	0.0	0.0	0.0	1.0	"Die Rechte der Frauen
Leo, Friedrich August Ihr wollt der Freiheit eine Gasse machen,
Sie soll erlösend ihre Fahne schwingen;
Ihr kämpft voll Mut für euch, fürs Recht der Schwachen,
Und wollt das Recht zum Schaffen euch erzwingen!
Geht kühn voran; Georg bezwang den Drachen,
Und so auch werdet ihr den Sieg erringen;
So manche Geistesschlacht wird jetzt geschlagen —
Nicht für die Starken nur soll Freiheit tagen! Wie edel ist das Ziel, für das ihr streitet!
Nicht träge Lust, nicht üppiges Behagen
Wird durch den Sieg euch Kämpfenden bereitet:
Ihr strebt nach ernsten, mühevollen Tagen!
Fürwahr, ein edler Stolz ist's, der euch leitet,
Auf schwachen Schultern schwere Last zu tragen;
Ihr habt den Fluch voll Segen nicht vergessen:
Im Schweiß des Angesichts das Brot zu essen! Ihr wollt für euch das edle Recht, am Leben,
An seinen Zielen eure Kraft zu messen:
Auch ihr seid schaffensfroh, auch ihr wollt streben,
Ihr wollt nicht träg' und müßig ruhn, indessen
Die Männer rastlos an dem Webstuhl weben,
Sie, die bisher dies Recht allein besessen!
Euch soll es schützen vor des Hungers Zähnen,
Und eure Unschuld vor der Reue Thränen! Das ist des Kampfes Ziel! Ihr werdet siegen,
Doch müßt ihr brechen mit verwegnen Plänen,
Die euch in Träume künft'ger Größe wiegen:
Ihr dürft nach außen nicht zu herrschen wähnen!
Wollt ihr wie Icarus zur Sonne fliegen,
So seht des Abgrunds Tiefe drohend gähnen!
Am Staate nicht, am Herde sollt ihr bauen,
Dort ist die Grenze für das Recht der Frauen!"	l00130439	SADNESS
3981	Mädchenlieder Güthner, Nina [Pseud. Waldburg, Nina von]	"Und ich beneide die beglückten Menschen,
Die athmen dürfen frei in deiner Nähe,
Indeß ich fern von dir verzagend stehe
Mit meinem eifersücht'gem Liebeswehe!"	0.0	0.0	0.0	1.0	1.0	1.0	"O tödte mich, wenn deine Gluten
Mit schnöder Asche sich bedeckt;
Laß langsam nicht ein Herz verbluten,
Das du zum Leben erst erweckt! Das Leben ist ein banger Traum,
Die Freuden fliehn wie Nebelschaum!
Und trifft dich heut' ein Sonnenstrahl,
So trifft dich morgen Noth und Qual. Und hast ein Röslein du gepflückt,
Wird eine Lilie dir geknickt;
Drum häng' dein Herz allein an das,
Was ewig bleibt ohn' Unterlaß. Ja, ich beneide diese lauen Lüfte,
Die tändelnd dir die heißen Schläfe kühlen;
Nicht sehen kann ich, ohne Neid zu fühlen,
Wie sie die goldnen Locken dir zerwühlen! Ja, ich beneide diese kleinen Sterne,
Die in die stille Kammer zu dir dringen,
Und auf der Sehnsucht lichten Götterschwingen
Dir aller guten Engel Grüße bringen! Und ich beneide die beglückten Menschen,
Die athmen dürfen frei in deiner Nähe,
Indeß ich fern von dir verzagend stehe
Mit meinem eifersücht'gem Liebeswehe!"	l0020170	JOY#LOVE#SADNESS
2692	Tote Stunde Wertheimer, Paul	"Menschen sterben von mir ab wie Blüten
Meines lieben Baumes vor dem Fenster.
Gestern war er noch voll rot und weißen
Glanzes, sieh, nun ist er grün und keimend.
Hat ein Wandrer an dem Stamm geschüttelt —
Solch ein aufrecht-großer Lebensschreiter?
Sprach zu laut ein Vogel im Gezweige?
Murmelte der Wind zur Nacht von neuen,
Ahnungsvollen, ungewissen Dingen —
Und die Blüten stoben hin erschrocken
Und sie fielen weit, weit ab und starben..."	0.0	0.0	1.0	0.0	1.0	0.0	"Tote Stunde
Wertheimer, Paul Menschen sterben von mir ab wie Blüten
Meines lieben Baumes vor dem Fenster.
Gestern war er noch voll rot und weißen
Glanzes, sieh, nun ist er grün und keimend.
Hat ein Wandrer an dem Stamm geschüttelt —
Solch ein aufrecht-großer Lebensschreiter?
Sprach zu laut ein Vogel im Gezweige?
Murmelte der Wind zur Nacht von neuen,
Ahnungsvollen, ungewissen Dingen —
Und die Blüten stoben hin erschrocken
Und sie fielen weit, weit ab und starben..."	l0030436	FEAR#LOVE
677	DIE LEIDENSCHAFTLICHEN FRANZ WERFEL l00300266	"Es werden ruhen, Gott, in deinen Tiefen
Nicht die allein, die deinen Namen riefen,
Nein alle, die in den Nächten nicht schliefen!
Die am Morgen ihr Herz mit beiden Händen häuften
Wie Flamme, und liefen
Tiefatmend, blind, in unbekannten Läuften.
Ein Küsten-Wind zuckt in Selbstmörderbriefen.
Die Knaben haben Meere nicht verstanden,
So brannten sie sich ab in Hieroglyphen.
Nun knarrt ein Rost-Schild an den schiefen
Eisernen Kreuzen der Konfirmanden.
Wie sehr wir hier sind, sind wir dort vorhanden –
Die hier unruheten aus deinen Tiefen,
Sie werden ruhen dort in deinen Tiefen."	1.0	0.0	0.0	0.0	0.0	0.0	"DIE LEIDENSCHAFTLICHEN Mein Gott, es werden sein zu deiner Rechten
Nicht die Wahrhaftigen allein und die Gerechten!
Nein alle, die in dreizehn Dezembernächten
Vor einem Fenster standen. Und Frauen, die sich rächten
Mit Vitriol und dann im Gerichtssaal ergrauten,
Die Eifersüchtigen all, die ihr Blut stauten,
In Droschken weinten, in Sälen sich erfrechten!
Die durchgefallnen tiefen Atmer,
Sänger, die mit bezechten
Gliedern dem Tod sich in die Grube schmissen,
Sie werden sein zu dir emporgerissen,
Und werden sitzen, Gott, zu deiner Rechten! Es werden wandeln in deinen Gärten
Nicht nur die Demütigen und Beschwerten,
Nein alle, die leuchteten und verehrten!
Mädchen, die in Konzerten erkrankten,
Weil ihre Wangen zu bleich sich verklärten,
Blicke aus Augen, die dankten –
Wahre Augen-Blicke zu nimmer verzehrten
Dauern aus Zeit in deine Zeiten gehoben,
Werden sie lodern weiter und loben,
Leichte Feuer wandelnd in deinen Gärten! Es werden ruhen, Gott, in deinen Tiefen
Nicht die allein, die deinen Namen riefen,
Nein alle, die in den Nächten nicht schliefen!
Die am Morgen ihr Herz mit beiden Händen häuften
Wie Flamme, und liefen
Tiefatmend, blind, in unbekannten Läuften.
Ein Küsten-Wind zuckt in Selbstmörderbriefen.
Die Knaben haben Meere nicht verstanden,
So brannten sie sich ab in Hieroglyphen.
Nun knarrt ein Rost-Schild an den schiefen
Eisernen Kreuzen der Konfirmanden.
Wie sehr wir hier sind, sind wir dort vorhanden –
Die hier unruheten aus deinen Tiefen,
Sie werden ruhen dort in deinen Tiefen."	l00300266	AGITATION
4742	An die Mädchen Boesch, Anton	"Doch man schweigt vom bösen Frostwind,
Von des Todes kaltem Neid,
Und man schweigt, daß tausend Blumen
Sterben in Vergessenheit."	0.0	1.0	0.0	0.0	0.0	1.0	"An die Mädchen
Boesch, Anton Man vergleicht euch mit den Blumen,
Tausendfarbig, mannigfalt,
So des Schöpfers Odem zaubert
Auf die Fluren, in den Wald. Doch man schweigt vom bösen Frostwind,
Von des Todes kaltem Neid,
Und man schweigt, daß tausend Blumen
Sterben in Vergessenheit."	l00130354	ANGER#SADNESS
1551	SCHWERMUT S. FRIEDLAENDER l0029033	"Wer dies stumme Geheimnis hört,
Wird schweigen,
Sein Haupt verstört
Wird sich neigen."	0.0	1.0	1.0	0.0	0.0	0.0	"Wer mein trübes Geheimnis ahnt,
Wird erblassen,
Er ist gemahnt
Und verlassen. Er wohnt allein
Und muß warten,
Still spricht sein Garten
Ihm Pein. Er geht wohl,
Aber sein Wandern
Führt nicht zu andern.
Er bleibt hohl. Die linde Blume
In seiner Hand
Bröckelt zur Krume,
Schwand. Dunkel blickt er
In den Grauhimmel,
In Gift erstickt er,
Die Luft ist Schimmel. Wer dies stumme Geheimnis hört,
Wird schweigen,
Sein Haupt verstört
Wird sich neigen."	l00300044	ANGER#FEAR
197	Das Auge der Geliebten Stöber, Adolf	"Und in lieblicher Verwirrung drauf
Senkte sie den Blick und wies hinauf
Nach der tiefen blauen Himmelsferne:
„Sieh, wie helle funkeln heut die Sterne!“"	0.0	0.0	0.0	0.0	1.0	1.0	"Das Auge der Geliebten
Stöber, Adolf Warm und sternhell war die Frühlingsnacht,
Aus dem Fenster schauten wir die Pracht,
Lieber doch an ihren Augen sinnig
Hingen meine Blicke lang und innig. Und in lieblicher Verwirrung drauf
Senkte sie den Blick und wies hinauf
Nach der tiefen blauen Himmelsferne:
„Sieh, wie helle funkeln heut die Sterne!“"	l0080531	LOVE#SADNESS
491	Dunkel wirft die Netze aus Vollmoeller, Karl Gustav	"Abend stürzt den schmalen Steg
aus den großen Dunkelheiten
Schatten kommen her und gleiten:
Einer reitet unsern Weg
will das höchste Gut erreiten."	0.0	0.0	0.0	0.0	0.0	0.0	"Dunkel wirft die Netze aus
Vollmoeller, Karl Gustav Dunkel wirft die Netze aus
Pfade locken zum Verderben
Stimmen wirren sich und sterben:
Einer zog von Stadt und Haus,
will das höchste Gut erwerben. Abend stürzt den schmalen Steg
aus den großen Dunkelheiten
Schatten kommen her und gleiten:
Einer reitet unsern Weg
will das höchste Gut erreiten."	l00180160	NONE
2476	Des Kaisers Traum Gerhardt, Dagobert von [Pseud. Amyntor, Gerhard von]	"Der Schemen schwindet, und des Lämpchens Schein
Erlischt; doch hold verklärt ein strahlend Lächeln
Des Träumers Antlitz, der sich noch allein
In finstrer Höhle wähnt. — Ein frisches Fächeln
Geht draußen durch den Park; der Nebel sinkt;
Der Vögel Jubelchor die Sonne feiert;
Demantenhell der Havel Spiegel blinkt,
Und Fahrlands Forst bei Sakrow steht entschleiert."	1.0	0.0	0.0	1.0	0.0	0.0	"Denn jenes Münsters nationales Werk
Erzählt, was Deutschlands ein'ge Stämme schufen;
Es überhöht Ägyptens Gräberberg,
Der Cheops-Pyramide Schwindelstufen.
Hoch ragt Sankt Peters Kuppelbau in Rom,
Und Rom sah lang' die Welt zu Füßen liegen,
Doch höher ragt zu Köln der deutsche Dom,
Und deutscher Geist wird einst die Welt besiegen. Und nun, mein Fürst, den letzten Wunsch erfahrt,
Der noch mich bannt aus der Entschlaf'nen Reihen:
All Deutschland rüstet sich zur Pilgerfahrt
Nach Köln am Rhein, der Türme Knauf zu weihen;
Gebt diesem Fest durch Eure Gegenwart
Die wahre Deutung! rüstet Euch zur Reise!
Der deutsche Dom des deutschen Kaisers harrt —
Den Schlußstein fügt auf kaiserliche Weise!“ — Der Rotbart schweigt; der Held im weißen Bart
Ruft: „Diesen Wunsch will freudig ich erfüllen!
Der Kaiser darf beim Feste einz'ger Art
Sein Angesicht dem Volke nicht verhüllen.
Schürt blinder Eifer auch noch manchen Brand,
Und schleppt der Wahn zum Brande dürre Reiser,
Doch stehn die Besten all' im Vaterland
Ohn' Unterschied des Glaubens um den Kaiser.“ — „Habt Dank, mein Held! Und was ich künde jetzt,
Es ist Prophetenwort und wird geschehen:
Nach tausend Jahren noch wird unverletzt
Der deutschen Einheit Kathedrale stehen!
Nach tausend Jahren wird zum Jubelfest
Des Doms ein Sproß von Eurem Stamme wallen,
Und weil sich deutsche Treu nicht brechen läßt,
Wird Gott und ihm ein Lobgesang erschallen! Des Morgenlandes Weise sprach die Gunst
Der Kirche heilig: so spricht uns und Euern
Gekrönten Bruder heilig einst die Kunst,
Und unsre Namen wird der Ruhm verteuern;
Des Doms Begründer und das Fürstenpaar,
Das ihn gefördert und zum Ziel geführet,
Als Dreigestirn sie leuchten immerdar,
So lang' ein Menschenwerk die Herzen rühret!“ — Der Schemen schwindet, und des Lämpchens Schein
Erlischt; doch hold verklärt ein strahlend Lächeln
Des Träumers Antlitz, der sich noch allein
In finstrer Höhle wähnt. — Ein frisches Fächeln
Geht draußen durch den Park; der Nebel sinkt;
Der Vögel Jubelchor die Sonne feiert;
Demantenhell der Havel Spiegel blinkt,
Und Fahrlands Forst bei Sakrow steht entschleiert."	l00130020	AGITATION#JOY
52	Lieder an Liane Hoechstetter, Sophie	"Nacht ist um uns, die bange
Lautlos sinkende Nacht —
Sie hat nach verblassendem Leide
Erlöstes Sehnen gebracht.
Greift dir ihr Schweigen an dein Herz?
Zieht es dich leise erdenwärts — —
Am Himmel — fern
Löst sich ein blasser Funken,
Ein Augenblick
Er ist im All versunken.
Ein Wunsch flammt auf,
Ein Wunsch — so heiß,
Ein Wunsch, der letzter Liebe Preis.
In deine Arme laß mich sinken,
In deiner Liebe laß mich ertrinken,
Gib mir doch ganz,
Gib mir den Glanz
Von Erdenglück:
Unser letztes Geschick — —
Nicht fort —
Komm — kein Wort,
Kein Wort durchbreche die Stille."	1.0	0.0	1.0	1.0	1.0	1.0	"Du sollst an meiner Mutter stillem Herd
Die alten lieben, guten Worte hören,
Die alten Worte, die das Herz betören:
Von Heimatglück, von fernen Zeiten,
Von müden, lang erblaßten Leiden,
Die uns noch rühren. Du sollst in meiner Mutter Gartenland
Die kleinen, bunten Blumen pflücken,
Die überfallend nach dem Steig sich bücken,
Die roten Rosen, die dort einsam blühen
Und erglühen
Für dich allein. Du sollst in meiner Mutter altem Haus
Die Liebe nehmen, die ich holen will
Aus meiner Seele Tiefe und dir still
Zu Füßen legen, bis der letzte Tag
Uns kommen mag
In diesem Leben. Du sollst in meiner Mutter Heimatdorf
Die Einsamkeit und frühes Leid vergessen
Und allen Kummer, den du je ermessen —
Weil ich dich führen will und lächelnd tragen
Mit stolzem Wagen
Zu unserm letzten Glück. Du sollst in meiner Mutter Hochzeitskleid
Von weicher, weißer, weiter Schimmerseide,
Die ein Symbol der Freude für uns beide,
Das liebe gute Wort mir geben,
Das mein Leben
Mit dir vereint. Nacht ist um uns, die bange
Lautlos sinkende Nacht —
Sie hat nach verblassendem Leide
Erlöstes Sehnen gebracht.
Greift dir ihr Schweigen an dein Herz?
Zieht es dich leise erdenwärts — —
Am Himmel — fern
Löst sich ein blasser Funken,
Ein Augenblick
Er ist im All versunken.
Ein Wunsch flammt auf,
Ein Wunsch — so heiß,
Ein Wunsch, der letzter Liebe Preis.
In deine Arme laß mich sinken,
In deiner Liebe laß mich ertrinken,
Gib mir doch ganz,
Gib mir den Glanz
Von Erdenglück:
Unser letztes Geschick — —
Nicht fort —
Komm — kein Wort,
Kein Wort durchbreche die Stille."	l00140053	AGITATION#FEAR#JOY#LOVE#SADNESS
4263	Hand in Hand Grosse, Julius [alt. Große, Julius]	"Keinen Herzenswunsch zu hegen,
Als zu lauschen Mädchenworten,
Keinen Pfad bei Nacht zu kennen,
Als zu stillen Gartenpforten:
Nimmer schien mir das so köstlich,
Bis ich küßte Deinen Mund;
Alle Rosen, die verdorrten,
Blühen wieder auf zur Stund'."	0.0	0.0	0.0	0.0	1.0	0.0	"Hand in Hand
Grosse, Julius [alt. Große, Julius] Hand in Hand auf lichten Höhen,
Tief im Schattenthal zu schreiten —
Sanfter Tage Dämmerstunden,
Sturmesstille Winterweiten —
Nimmer glaubt' ich euch so lieblich,
Nimmer glaubt' ich mich so jung.
An verfloss'ne Jugendzeiten
Starb nun die Erinnerung. Keinen Herzenswunsch zu hegen,
Als zu lauschen Mädchenworten,
Keinen Pfad bei Nacht zu kennen,
Als zu stillen Gartenpforten:
Nimmer schien mir das so köstlich,
Bis ich küßte Deinen Mund;
Alle Rosen, die verdorrten,
Blühen wieder auf zur Stund'."	l0080170	LOVE
7854	Mutterherz Traeger, Albert	"Die Mutter seht mit süßen Schauern,
Die auf dem Arm ihr Kindlein trägt:
So lange wird die Liebe dauern,
So lang ein Mutterherz noch schlägt!
O Mutterherz, du Born der Milde,
Du gottgeweihter, heil'ger Ort,
Haßt auch die Welt, die rauhe, wilde,
In dir weilt still die Liebe fort."	1.0	0.0	0.0	1.0	1.0	0.0	"Mutterherz
Traeger, Albert Ich höre trauern euch und klagen,
Daß kalt die Welt und liebeleer,
Und mitleidsvoll muß ich euch fragen:
Habt ihr denn keine Mutter mehr?
Habt ihr die Mutter schon vergessen,
Das treue Herz, dran ihr geruht,
Den Schooß, drin ihr so weich gesessen,
So sicher, wie in Gottes Hut? Die Mutter seht mit süßen Schauern,
Die auf dem Arm ihr Kindlein trägt:
So lange wird die Liebe dauern,
So lang ein Mutterherz noch schlägt!
O Mutterherz, du Born der Milde,
Du gottgeweihter, heil'ger Ort,
Haßt auch die Welt, die rauhe, wilde,
In dir weilt still die Liebe fort."	l00200296	AGITATION#JOY#LOVE
1269	DAS BAD AUF DEM LANDE MAX BROD l0029012	"Ihr Glücklichen! — Ich sah das Liebespaar,
Das heiße Licht schien wohnlich, wenn sie lachten,
Die platte Fähre bot sich wie ein Zimmer dar,
Ein schattiges, in dem vertraut des Mädchens Miederhüften krachten."	0.0	0.0	0.0	1.0	1.0	0.0	"DAS BAD AUF DEM LANDE Ihr Glücklichen! — Ich sah das Liebespaar,
Das heiße Licht schien wohnlich, wenn sie lachten,
Die platte Fähre bot sich wie ein Zimmer dar,
Ein schattiges, in dem vertraut des Mädchens Miederhüften krachten."	l0029012	JOY#LOVE
